smiles,refcode
COC1(OC)N(C(=O)C1(OC)OC)C1=C(C)N(C)c2ccccc12,LEMKEU
COc1ccc(N2C(=O)C(OC)(OC)C2(OC)OC)c(OC)c1,LEMKIY
CCOC(=O)C1=C2N(C=Cc3ccccc23)C2=C1C(=O)c1ccccc1C2=O,LIBZUS
CCc1ccc(cc1)C(=C=C=C=C=C(c1ccc(CC)cc1)c1ccc(CC)cc1)c1ccc(CC)cc1,LIJGIV
CC(=O)N1CC(=O)CN1C(C)=O,LILLAU
C1CN2CCN3CCN1C23,LINMOK
O=C(CN1C=CN=C1N(=O)=O)NCc1ccccc1,LIVWET
CC(=O)c1cc(ccc1O)C#N,LIWFUT
O=N(=O)c1cc2Cc3ccc4ccccc4c3c2c2ccccc12,LIZBUS
CC(=O)c1ccccc1NCCC(O)=O,LOHTAE
[N+]C(CO)C(=O)[O-],LSERIN20
[N+]C(C(C)O)C(=O)[O-],LTHREO03
CC(C)OC12C=NOc3cccc(C=CC1=O)c23,LUDJOK
COC(=O)C(C)(CC=C)C(OC(=O)c1ccc(cc1)N(=O)=O)C(C)C,LUDMAZ
c1ccc2c(c1)c1cc3c4ccccc4c4cc2c2cc4c4ccccc4c3cc1c1ccccc21,LUGJEC
CC(c1ccccc1)C1(O)N(C)C(=O)c2ccccc12,LUMKEK
COc1cc2c(C)c3cc(OC)c(OC)cc3c(C)c2cc1OC,LUMLAH
OC12C(CNC(=O)c3ccccc13)C13CC4CC(CC(C4)C21)C3,LUQSIA
COc1ccc2c(CCC3C4CCC(OC(=O)C56CCC(C)(C(=O)O5)C6(C)C)C4(CC=C23)C(=O)OC(C)(C)C)c1,LUSGIQ
CC(C)C1CC=C2C(O)C3CC(=O)C=CC3(C)CCC12C,LUSJIS
CN1C(=O)C(C)(N=C(c2ccccc2)c2cc(C)cc(C)c12)C#N,LUTGAJ
CC1(C)C2CCC(O)(C2)C1=O,LUVCOU
O1C=CC=C1C1=CC=C(O1)C1=CC=C(O1)C1=CC=C(O1)C1=CC=C(O1)C1=CC=CO1,LUVYIL
O1C=CC=C1C1=CC=C(O1)C1=CC=C(O1)C1=CC=CO1,LUVYOR
O=C1N2c3ccccc3N=C2c2ccc3c4ccc5C(=O)N6c7ccccc7N=C6c6ccc(c7ccc1c2c37)c4c56,MAMHEO
Nc1cccc(O)c1,MAMPOL02
CC(=O)OCC1OC2C(OC(C)=O)C(CN(C2C(OC(C)=O)C1OC(C)=O)C(=O)OC(C)(C)C)OC(C)=O,MANJIV
Cc1c(N)cccc1O,MATBAL
Nc1cccc2ccc(O)cc12,MATCEQ
C1CC2OC1C1C3OC(C=C3)C21,MAYXEP
C1CC2OC1C1C3OC(C=C3)C21,MAYXIT
NC(=O)c1cc[n+]([O-])cc1,MEGDAE
COc1ccccc1C#CC(O)=O,MEKMIZ
CNC=C(C(C)=O)C(C)=O,MEMXEI
COC(=O)c1ccc(NC2CCCOC3OCCC23)cc1,MERHAS
COC(=O)c1ccc2NC(CCCO)C3CCOC3c2c1,MERHEW
COC(=O)C(=CN)C#N,MIGWUV
Nc1cccc(c1)N(=O)=O,MNIANL02
COC(=O)c1ccc(CN2C=C(C=C3NC(=O)NC3=O)c3ccccc23)cc1,MOKNEG
CC1C=CCC2(C)C1C(=O)c1ccccc1C2=O,MORZUP
CC1=CC(=O)C2(C)C3CC(C=C3)C2C1=O,MOSBAY
Cc1ccc(cc1)C1=NCCN1,MOSJOU
COc1ccc(cc1)C1OC(c2cc(OC)c(OC)c(OC)c2)C(O1)(C#N)C#N,MOVHEL
CC1(C)C2COC(O2)(c2ccccc2)c2ccccc12,MOVJUD
CC1(O)CC2OC(=O)C3C2C1C3=C,MOVNAN
Cc1cc(nc2ccccc12)C(N)=O,MQUCXA11
CC(=CC1=CC=CO1)N(=O)=O,MUBLUR
COc1cc(cc(c1O)N(=O)=O)C(C)=O,MUCDOE
NC1=[N+]([O-])CC(O)CC1,MUDZER
COc1cc(CO)c(O)c(CO)c1,MUGNEH
CC1C=CC(COC(=O)c2ccc(cc2)N(=O)=O)ON1C(=O)OC(C)(C)C,MUJCEA
CCCN1C(CC)OC2CC3CCC2(C1=O)C3(C)C,MUJGEE
COc1cc(CC2COC(C2CO)c2ccc(O)c(OC)c2)ccc1O,MUKBOK
CNC(=O)c1ccc2ccccc2n1[O],MULMUC
CCOC(=O)N1C(C(C(=O)c2ccccc12)c1ccccc1)c1ccccc1,MUMVOG
OCC1OC(CC1O)c1ccccc1O,MUYDAL
OCC1OC(CC1O)c1ccccc1,MUYDEP
OCC1(O)COC(O)(CO)CO1,NADQAL
OCC(=O)CO,NADQOZ
CC1CC(=O)C2COC(C)(C)C3CCC1(C)CC23,NALNAQ
CC1=CN2C3C(COCc4ccccc4)OC(O)C3OC2=NC1=O,NANRIE
OC(C(OC1CCCC(=O)CC1)c1ccccc1)c1ccccc1,NAWVOX
OC(=O)c1ccccc1N(=O)=O,NBZOAO04
COc1ccc(C=NCCN=Cc2ccc(OC)c(OC)c2)cc1OC,NEFNUI01
C1C2CC3CC1CC(C2)(C3)C#Cc1c2ccccc2c(C#CC23CC4CC(CC(C4)C2)C3)c2ccccc12,NEKFAL
Cc1c2CC3=C(CC(C)(C)CC3=O)Oc2c(C)c2N3CCCC3Oc12,NEPVAG
CCC1=CNC(=C1CC)C(=O)C(O)=O,NESTIP
COC(=O)CC(C)C1(C)CCc2c(ccc3ccccc23)C1=O,NEYQOY
C1CC2(CC2)C=C1,NICRIA
CN(C)c1ccc(C=CC(=O)c2cccc(c2)N(=O)=O)cc1,NIFDOW
CC(C)(C)c1cc(CN2CCN(CC2)Cc2cc(cc(c2O)C(C)(C)C)C(C)(C)C)c(O)c(c1)C(C)(C)C,NIRNOS
NC(=O)c1cccc(CN2C=CC=N2)c1,NIWWIA
CC1=NN(Cc2cccc(c2)C(N)=O)C(=C1)C,NIWWOG
Cc1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O,NMBYAN01
CC(C)c1cccc(C(C)C)c1N=Cc1ccc2ccccc2n1[O],NOHROS01
CC(=O)Nc1cccc(C)c1,NOJJIG
CCOC(=O)C1(CC2=C(N3CCCCC13)c1ccccc1OC2=O)C#N,NOKHEB
CCOC(=O)C1(C)C(=CC(Cc2ccccc2)C1(C)O)C,NONBUO
CC1CC(=O)OC(C)C(O)C=CC(=O)OC(C)C(O)C=CC(=O)O1,NOQTES01
N#Cc1ccc(cc1)C=NCCN=Cc1ccc(cc1)C#N,NOQYEY
CCOc1cccc(C=NCCCCN=Cc2cccc(OCC)c2O)c1O,NORCON
COc1ccc(cc1)C1=NCCN1,NORHEI
OCCO,NOZKES02
O=C1N(CCc2ccccn2)C(=O)c2ccccc12,NUNBUU
NNC(=O)C(=O)NO,NUPTIC
O=C1CC2CCCC(C2)O1,NUQPIZ
NNC(=O)c1ccc(N)cc1,NUVXIM01
C(N1C=NN=N1)c1ccc(cc1)c1ccc(CN2C=NN=N2)cc1,OBAREQ
C#CN(c1ccccc1)c1ccc(cc1)N(C#C)c1ccccc1,OBUBUK
C1CC2CC1C1=C2c2ccccc2C2=C(C3CCC2C3)c2ccccc12,OBUKAZ
C(CCOc1cc(nc(c1)c1ccccn1)c1ccccn1)COc1cc(nc(c1)c1ccccn1)c1ccccn1,OCEJIR
O=N(=O)N1CN(CN(CN(C1)N(=O)=O)N(=O)=O)N(=O)=O,OCHTET13
O=C1OCC2CC12C#N,OCIQOH
CCCCCCCC,OCTANE01
O1C(=CN=C1c1ccccc1)C=CC1=CN=C(O1)c1ccccc1,OCURUB
O=C1C(=C2c3ccccc3c3ccccc3C2=C1c1ccccc1)c1ccccc1,ODEJOX
CNC(=O)C(C)N(C)C(C)=O,ODETOH
CCOC(=O)C(=O)OCC,ODEVUQ
CC(C)OC(=O)C(=O)OC(C)C,ODEXEC01
CCCCOC(=O)C(=O)OCCCC,ODEXOM01
CCOC(=O)C(=O)OC,ODEZEE01
CC(=O)N(C(=O)Nc1ccc(C)cc1)c1ccc(C)cc1,OFELIV
C1CN=C(N1)c1ccc(cc1)C1=NCCN1,OGEQIB
OCC1(O)OCC(O)C(O)C1O,OGETAW
COC1OCC(O)C(O)C1O,OGETEA
CC1CCC2(C)C(CCC=C2C)C1(C)CC=O,OHIPUR
O=C1N2c3ccccc3N=C2c2ccc3C(=O)N4c5ccccc5N=C4c4ccc1c2c34,OHIXUY
CC1C2CCC(C)(O2)C2CC(C)(C)C(C#N)C2C1=O,OHOWOX
O=N(=O)c1ccc2NC34CCCCC3(Nc3ccc(cc3O4)N(=O)=O)Oc2c1,OHUJOQ
C1CC2CCC1C1C2=C2C3CCC(CC3)C2=C1c1ccccc1,OHUYIZ
O=C(OCCC=CCCOC(=O)c1ccccc1)c1ccccc1,OJEPUO
CC(O)C1CN(C)C(=O)C1NC(=O)OC(C)(C)C,OKEDOY
COc1ccc(C=NO)c(C)c1C,OKUHAD
CC1C(OCC2=CN(CCCC(=O)N1C)N=N2)c1ccccc1,OLATUR01
CC1C(OCC2=CN(Cc3cccc(c3)C(=O)N1C)N=N2)c1ccccc1,OLAVAZ
O=C1CCc2ccccc2C21CC2c1ccc2ccccc2c1,OLAVUS
O=N(=O)c1ccc(NN=C2C3CC(C=C3)C3CCCC23)c(c1)N(=O)=O,OLAWAZ
Cc1cc(C)c2Oc3c(cc(C)c4Oc5c(C)cc(C)cc5c34)c2c1,OLOXUJ
Cc1ccc2NC3=C(CCC(=CC4=CC=CO4)C3=O)c2c1,OMABAG
COC(=O)C(=C)C1COC(OO1)c1ccc(cc1)C#N,OMEHIY
O=N(=O)C1=CON=C1c1ccccc1,OMEJOG
CC1(C)C2=CCC3CCCC(=O)C3(C=O)C2CCC21OCCO2,OMEQON
C1CCC(=CC1)C1(C#Cc2ccccc2)C2CC=CC12,ONEMOK
CN(C)C(=NN=C(N(C)C)N(C)C)N(C)C,ONUMAM
CN1CCN(C)C1=NN=C1N(C)CCN1C,ONUMEQ
O=C1CCC21C=CC1COC2O1,OPIKUU
COc1c(c(O)c(c(O)c1N(=O)=O)N(=O)=O)N(=O)=O,ORAVUZ
CCOC(=O)C(=Cc1ccccc1)N1C=NC2=C1C(=O)N(C)C(=O)N2C,OWAHAW
CCOC(=O)C1CN(Cc2ccccc2)C(=O)C1O,OXESEQ
COC(=O)C1(N(CC(CC=C)C1(C)O)C=O)C(=O)OC,OXODIP
C1C(C=Cc2ccccc2)C1(c1ccccc1)c1ccccc1,OYEHAC
CC(C)(O)CN1c2cnc3ccccc3c2N=C1c1ccccc1,OYEXIA
CC1=CC(C=CC1C(O)=O)C(O)(c1ccccc1)c1ccccc1,OZEBEB
OC(c1ccccc1)c1ccccc1c1ccccc1C(O)c1ccccc1,OZIVOJ
CC(C)C1NC(=O)N(CC2CCCCC2)C1=O,PAXTOY
OC(=O)C(O)=Cc1ccc(cc1)N(=O)=O,PENPUU
Cc1ccc(cc1)C=C(O)C(O)=O,PENQAB
COc1ccc(cc1)C=C(O)C(O)=O,PENQEF
CCCCC,PENTAN01
COC(=O)C(N1C(C(N)C1=O)c1ccccc1)c1ccccc1,PENXEL
O=N(=O)OCC(CON(=O)=O)(CON(=O)=O)CON(=O)=O,PERYTN12
OCC(CO)(CO)CO,PERYTO12
CC1N=C(N)OC1c1ccccc1,PEVHEE
CC1(C)COC(=N1)C1(CCCc2ccccc12)c1ccccc1,PEXKOT
COC(=O)OC1C2CC3(C(C=C2c2ccccc2)C13)c1ccccc1,PEZVIA
O=C1N(c2ccccc2)C(=O)N1c1ccccc1,PHCYND03
OC(=O)c1ccccc1C(O)=O,PHTHAC04
Nc1nc(NC2CC2)c2N=CN(C3CC(O)C=C3)c2n1,PIDBUA
OC(=O)CC1CCC2CC(=O)CCC2C1,PIDGIT
CC(=O)CCC1=C2NC(=O)CCC2CCC1,PILHAU
OC(=O)C1=CC=CNC1=O,PIMBAP04
OC(=O)CCCCCC(O)=O,PIMELA07
OC1COC2C(COC12)ON(=O)=O,PIMKOO
O=C1c2cccnc2c2ncccc12,PINNOP02
O=C(Nc1cccnc1)c1ccc(cc1)C(=O)Nc1cccnc1,PITFOO01
OC(Cc1ccccc1)C(O)=O,PLACTA01
CC(N1CC(CC1=O)C(O)CO)c1ccccc1,POFQEH
N#Cc1ccc(cc1)C=NCCCCN=Cc1ccc(cc1)C#N,POFRAE
N#Cc1ccc(cc1)C=NCCCCN=Cc1ccc(cc1)C#N,POFRAE01
CC1=C(C(O)=O)C(=O)Nc2ccccc12,PONNAI
CN1C(=O)C2=C(NN=C2O)c2ccccc12,PONNIQ
COc1ccccc1C=NNc1ccc(cc1N(=O)=O)N(=O)=O,PONTIW
COc1cc2COCc3c4COCc4ccc3c2c(OC)c1OC,POPYID
CC(CC#N)N(Cc1ccccc1)Cc1ccccc1,PORVEY
COC(=O)C1(CC2=C(CC3=C(Oc4ccccc34)C=C(C)C2)C1)C(=O)OC,POTPIY
O=C(Nc1ccccc1c1ccccc1NC(=O)C1=CC=CO1)C1=CC=CO1,POWLAP
CC1(C)COC2(CCC3(CC2)OCC(C)(C)CO3)OC1,POWLIX
Cc1cc2Oc3ccccc3C(=O)c2c(c1)c1ccccc1,POZHAO
Cc1ccc(cc1)C(O)=O,PTOLIC01
COCOc1ccccc1C(=Cc1ccccc1)C(O)=O,PUBLOO
NC1=NC(=O)N(C=C1)C1OC(CO)C(OC=CC#N)C1O,PUCPAF
CCOC(=O)C1=NOC2(C1)N(Cc1ccccc1)C(=O)C(C)(C)C2=O,PUGZOH
CC1=CC(=NN2N=NN=C2N1)C,PUHHOQ
NC1=NN=NN1NC=O,PUHJIM
Cc1cc(C)c(c(C)c1)C1(C)CC(C1)C(=O)COc1ccccc1,PUJCUT
COC(=O)C1=C(C)NC(=C(C1c1ccc(OC)cc1)C(=O)OC)C,PUJPUG
CC1(O)C=C(C(O)c2ccc(cc2)C#N)C(=O)C(=C1)C(O)c1ccc(cc1)C#N,PUKZAX
OC(=O)C1C(C(C1c1ccncc1)C(O)=O)c1ccncc1,PULCAB
Nc1ccc(cc1N(=O)=O)C(O)=O,PUQFUD
OC(=O)c1ccc(O)c(c1)N(=O)=OO=C(O)c1ccc(N)c(OC)c1,PUQGAK
O=C1CCC2CC12N1C(C(OC1=O)c1ccccc1)c1ccccc1,PUTKAR
OC1C(OC(=O)c2ccccc2)C(=O)OC1=O,QACXUP
CC1CCC2=CC=C(O2)c2c(O)cc(O)cc2CC(=O)O1,QAGKOZ
COc1ccccc1C1C2C(=O)CCCC2(O)OC2=C1C(=O)CCC2,QAJNUM
c1ccc(nc1)N1C=NN=N1,QALQEA01
CC12CCC(O)C3(C)C1C(OC2=O)C=C1COC(=O)C=C31,QALRAY
CC12CCC(O)C(C)(OC1COC(=O)O2)C=C,QALTED
CC(=O)N1CCOCCOCCOCCN(CCOCCOCCOCC1)C(C)=O,QAMNIB
CC1CCC2N1C(=O)C(=Cc1ccccc21)c1ccccc1,QAQXAI
CC(C)C(=Cc1ccccc1)C(O)=O,QASTAG
CCc1ccc(O)c(N)c1,QEPFUN
Nc1cc2ccccc2cc1O,QEPGAU
COc1cc2C(=O)N(C)C(=O)c2cc1OC,QERVUF
COc1ccc(N)c(c1)N(=O)=O,QEXNIR
CC(C)C1C2OC(=O)C(=C2CN1C(=O)OC(C)(C)C)c1ccccc1,QEZYOK
COC1OC(CO)C(O)C1O,QIBTIE
COC1OC(CO)C(O)C1O,QIBTIE01
O=N(=O)N1CCc2ccccc12,QIJDAO01
CC(=NOC(=O)C=C)c1ccccn1,QIXQOE
O=C1Nc2ccccc2Oc2cc(cc(c12)N(=O)=O)N=[N+]=[N-],QOFGIC
CC1=CNC2=C(C1c1ccccc1)C(=O)c1ccccc1C2=O,QOHRIP
O(c1ccccc1)c1cnccn1,QOLNUB
O=C1NC2C3CC4CC(C3)CC2(C4)C(=O)c2ccccc12,QOPTUL
CC1(C)CC(=O)C2OC32CCCCC13C#N,QOPWUO
NC1=NN=NN1NCC(N(=O)=O)(N(=O)=O)N(=O)=O,QORROF
[N-]=[N+]=NC1=NN=NN1N=C1CCC(CC1)=NN1N=NN=C1N=[N+]=[N-],QOXPAV
CC1=CN=C2OCCN2C1=O,QOXVII
O=C1Cc2cccc(CC(=O)Cc3cccc(C1)c3)c2,QOYSAY
CCCCCCCCC,QQQFAY01
CC12OC(=O)C=C(OCc3ccccc3)C1C1C2C(=O)NC1=O,QUBQUZ
CNC(=O)c1ccc2ccccc2n1,QUCXMA11
O=C1CC2OCOCC3CC1C23,QUDREN
CC(=O)c1cccc(c1)C(O)=O,QUYREI
CCCCN1c2ccccc2c2ccc3cc(OC)ccc3c12,QUYXAK
CCOc1ccc2nc(CCCCOO)c3CCCc3c2c1,QUZCIY
CCCCCCCCCC(=O)NCCN(C)(C)[O],QUZQUY
[N+]CCC(O)C(=O)[O-],RABTUL
CC1=COC(C)(CC1)C(O)=O,RAGMUJ
CCCCN1C(=O)NC2(CC3(CC(=NO3)C(=O)c3ccccc3)C2)C1=O,RAHJAL
CN1C=CC=CC1=NN(=O)=O,RANWUY
OC(c1ccccc1)(c1ccccc1)C1=CN=NN1Cc1ccccc1,RAWXAP
C1c2ccc(cc2)N=C2c3ccccc3C(=Nc3ccc(Cc4ccc(cc4)N=C4c5ccccc5C(=Nc5ccc1cc5)c1ccccc41)cc3)c1ccccc21,RAYKAE
CCOC(=O)C1=NC=CN1C,REHCOX
C1CN2CCN=C2N1,REJVAE01
CC1NC(=O)C2CC(O)CN2C1=O,REQHUQ
COc1ccc(CCc2ccc(OC)cc2)cc1,RERWOA
Nc1ccc2OC(=O)Nc2c1,RESKIK
Cc1c(N=[N+]=[N-])nc(N=[N+]=[N-])nc1N=[N+]=[N-],RETMEJ
CC(=O)C1CC(C#C)C1(C)C,REZBUU
CC1CC(=O)CC(C)C1C(O)=O,REZRUK
O=C1Nc2ccccc2C21OC2C(=O)c1ccccc1,RICYEI
OC(=O)Cc1ccc(CC(O)=O)cc1,RIGXOV
CC1(C)OC2C=CC(=O)C2O1,RIQMIO
N#CCCN(CCCCN(CCC#N)CCC#N)CCC#N,RISFAB
CC(Nc1ncc(cc1N(=O)=O)N(=O)=O)c1ccccc1,RIWQET
OC(CN1C=NN=N1)CN1N=CN=N1,RIZXEE
CC(C)(C)c1cc2c(N=C3C(=C4c5cc(cc(c5N=C4C(=C23)c2ccccc2)C(C)(C)C)C(C)(C)C)c2ccccc2)c(c1)C(C)(C)C,ROCLUR
CN1N=C(C(=C1N(=O)=O)C)N(=O)=O,RODLOM
CC(C)(C)OC(=O)N1CC2CC1C(=O)O2,ROGGEA
Nc1[n+]cccc1C(=O)[O-],ROGXIU01
COC(=O)c1ccc(cc1)N(=O)=O,RUGNIR
Cc1ccc(cc1)N1C=C(C(=O)c2ccc(C)cc2)C(=N1)C1=CC=C(O1)N(=O)=O,RUGPAL
CC1(C)CC(O)CC(C)(C)N1N=O,RUPFEO
c1cc(ccn1)c1nnc(nn1)c1ccncc1,RUYKIF01
O=N(=O)c1cccc(Oc2cnc3ccccc3n2)c1,SABDEG
CC(C)C1=NC(=CC(=O)N1)C,SABKIR
N#Cc1ccc(OCC2=CC=CO2)cc1C#N,SAGQOI
COc1ccc(cc1OC)C=C1C(=O)N(C)C(=O)N(C)C1=O,SAGVED
O=C1OCCC1(C(=O)c1ccc2ccccc2c1)c1ccccc1,SAHPIC
ON=C1CCCCCCCCCCC1=O,SAHPUO
O=C1NCCC2=CN=CN12,SAJHIV
OC(=O)c1ccccc1O,SALIAC16
CC(C)(C)c1ccccc1N1C2C=CC2C1=O,SAPVUC
CN(c1ccccc1N(=O)=O)N(=O)=O,SATBUL
CN(c1cccc(c1)N(=O)=O)N(=O)=O,SATCAS
CC(=O)c1cc2CCCc3cccc(c1O)c23,SAVZEV
ON=CC1=NNC=C1,SAWJUW
C1CCC2(CC1)OOC1(CCCCC1)OO2,SCHOCH11
NC(N)=C(N(=O)=O)N(=O)=O,SEDTUQ09
CC1NC(=O)C2CCCC2=C1,SEMGOH
O=C1Oc2cc(C=Cc3ccccc3)ccc2C=C1,SEPSUC
COC(=O)CNC(=O)C(=C)NC(=O)CNC(=O)OC(C)(C)C,SETQAK
O=C1C2CCN(CC2)C1=CC1=CN(Cc2ccccc2)c2ccc(cc12)N(=O)=O,SETWEU
CC1=CC(O)C2OC2C1=O,SEWHUY
CC12OC1C(=O)c1ccccc1C2=O,SIGYEN
O=C(CCC(=O)Nc1ccc(cc1)N(=O)=O)Nc1ccccc1,SIMSAJ
CC(=O)Oc1ccc2c(Oc3cc(OC(C)=O)ccc3C32OC(=O)c2ccccc32)c1,SIQJIL
CCOC(=O)C1(NC(=O)C2CN(Cc3ccccc3)OC12)C#N,SOCBOC
COC1CC(N(C1)C(C)=O)C(=O)OC,SODJEB
CC(C)c1cccc(C(C)C)c1N=Cc1cc(ccn1[O])N(=O)=O,SOHXOD
CC(=O)NC1COC2COC(OC2C1OC(C)=O)c1ccccc1,SOJXUL
OC(=O)C1CC(=O)C1,SOLTET
CC(C)=CC(O)CC(C)=CCOc1c2C=COc2cc2OC(=O)C=Cc12,SOLXUN
CNc1cc(cc(C)[n+]1[O-])N(=O)=O,SOVNUN
O=C1NCCc2ccccc12,SOWQOL
COc1ccc(cc1)C=Cc1ccccc1NC(C)=O,SOYMUP
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,SUCROS14
Cc1cc(C)c(CCc2c(C)cc(C)cc2C)c(C)c1,SUCSOY02
CC1(C)C(=O)N(c2ccccc2)C(=N)C1(C)N=Nc1ccc(cc1)N(=O)=O,SUQDEO
CC1OC2CC3OCCCC3OC2CC1O,SUQQEB
O=C1CC2(CCCC2C=C1)C#N,SUVBIV
O=C1OCCC#CCCOC(=O)c2ccccc12,SUVSAE
O=C1NC(Cc2ccccc2)C2=CN=NN2c2ccccc12,SUWPAC01
CCOC(=O)C1=C(N(N=C1)C(C)(C)C)c1ccccc1,SUYTOW
CC(=O)N1C(=O)C(c2ccccc12)=C(c1ccccc1)C(=O)c1cccnc1,SUYVIS
CCOc1ccc(C=CC(=O)c2ccccc2O)cc1,SUZPIN
N#Cc1ccc2ccccc2n1,SUZXOB
COc1cc(OC)c(C=NN=Cc2c(OC)cc(OC)cc2OC)c(OC)c1,SUZYIW
c1ccc(nc1)c1ccc(cn1)N=Nc1ccc(nc1)c1ccccn1,TADHEM
CC1(C)OC(C)(CCC1C(O)=O)C(O)=O,TADNUI
CCOC(=O)C=C1CC(OC(O1)c1ccncc1)c1ccncc1,TALDAM
OC(=O)c1ccc(Oc2ccc(cc2)C(O)=O)cc1,TAPSAF01
O=C(C1=Cc2ccccc2O1)c1ccccc1,TAPZUG
O=C1OC(CC(=C1)C=Cc1ccccc1)c1ccccc1,TAVDOK
OCC1OC(C(O)C1O)c1ccccc1,TAWMUZ01
COc1ccc2ccccc2c1C=NN=Cc1c(OC)ccc2ccccc12,TAZXOI
c1ccc2c(c1)cccc2C=NN=Cc1cccc2ccccc12,TAZXUO
N#CC1(OC1(C#N)C#N)C#N,TCYNEO04
CNC(=O)C(Cc1ccccc1)N=C1OC(=O)C(=C1CC(C)C)C,TEGPUR
O=C1C2CCN(CC2)C1=CC1CCCCC1,TERREO
CC1(C)C2CCC3(C)C(C(=O)C=C4C5CC(C)(CCC5(C)CCC34C)C(O)=O)C2(C)CCC1=O,TEVYAV
COC(=O)C=C(N1C=NC(=C1)N(=O)=O)C(=O)OC,TIBHES
OC(=O)C1=Cc2ccccc2OC1=O,TICHUI04
COC1OCC(O)C(O)C1O,TICXUY01
CCOC(=O)C1OCN(C1c1ccccc1)c1ccc(OC)cc1,TIFGAR
CC(=O)c1ccc(cc1)C(O)=O,TIHLIG
C1CC21CC2=C1CC21CC2,TIHWIQ
O=N(=O)C1=CC2=NOC(=C2C=C1)c1ccccn1,TIJPAE
CC(C)(C)NC(=O)C=CC(=Cc1ccc(cc1)C#N)c1ccc(cc1)C#N,TIYJER
O=C1c2ccccc2C(=O)C21C(c1ccc3ccccc3c1)C1(C2c2ccc3ccccc3c2)C(=O)c2ccccc2C1=O,TOLNAK
CC1=Cc2c3C4C5CCC(C5)C4C(=O)c3c3ccccc3c2C(=O)O1,TOPCAD
c1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)c1ccccc1,TPHETY02
N1C2=C(c3ccccc3)C3=NC(=C(C4=CC=C(N4)C(=C4C=CC(=N4)C(=C1C=C2)c1ccccc1)c1ccccc1)c1ccccc1)C=C3,TPHPOR11
CC(C)C12OC1C1OC31C1(C)CCC4=C(COC4=O)C1CC1OC31C2O,TRIPOL11
O=C(NN=C(c1ccccc1)C(=NNC(=O)c1ccccc1)c1ccccc1)c1ccccc1,TUMDIP01
Cc1ccc(cc1)[N+]1=NOC(=C1C=O)[O-],TUNWIJ
COC(=O)C1=C(C)NC(=C(C1c1ccc(OC)c(OC)c1)C(=O)OC)C,TUPGUH
CCC1=C(C)C(=O)NN1,TUPHAO
CCC1NC(=O)C(O)(COCc2ccccc2)C1c1ccccc1,UBUXIA
CC(=O)N(CC(=O)N1CCCCC1)c1ccccc1,UCUBIF
CC(=C)C1CCC23OC2C(CC2(C)CC(=O)C(CC(=O)C1)O2)OC3=O,UDAKUH
CO[N+]1=NOC(=O)[C-]1C(=O)OC,UDOZOD
COC1=NC(=CN1C)N(=O)=O,UDUQUG
CCCC1OC(=O)CCCC=CC2OC(C)(C)OC12,UFOSOX
COC1CCCC21COC(=O)N2,UGECAK
N#CC(NCCCNC(C#N)c1ccccc1)c1ccccc1,UGIVOW
N#CC(NCCCCNC(C#N)c1ccccc1)c1ccccc1,UGIVUC
CC1(C)OC2CC3(C)OC(=O)OCC3OC2(C)CC1O,UHULUE
O=N(=O)c1ccccc1N=[N+]=[N-],UJEREG01
CCC1C(CN(=O)=O)c2ccccc2OC1=O,UKEPIK
CCCCCCCCCN1C(=O)Nc2cc(ccc12)N(=O)=O,ULEZAN
Cc1cc(C)cc(c1)N=C(C)C(C)=Nc1cc(C)cc(C)c1,UMATUY
O=C(NCc1ccccc1)c1ccc(cc1)C(=O)NCc1ccccc1,UMOPAO
CC1=Nc2ccccc2C(=O)N1O,UMOTUM
CCCOc1cccc2c(OCCC)cccc12,UNAMAY
CCCCCOc1cccc2c(OCCCCC)cccc12,UNAMIG
CCCCCCCCOc1cccc2c(OCCCCCCCC)cccc12,UNAMOM
CCCCN1C(=O)c2ccc3C(=O)N(CCCC)C(=O)c4ccc(C1=O)c2c34,UNANAZ
CC1CCCC2CC(=O)C3(OC3(C)C)C(OC(C)=O)C12C,UNEGUQ
CC(=O)OCC1OC(Oc2ccc(C=O)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,UNUKIY
Oc1cccc2CCC(=O)c12,UPACUK
CC(O)CCc1ccc(O)cc1,UPAHUP
C1=CN(N=C1)c1cc(cc(n1)N1C=CC=N1)c1cc(nc(c1)N1C=CC=N1)N1C=CC=N1,UPEHED
C1=CN(N=N1)N=NN1C=CN=N1,UPIDED
CC(=NNc1ccccc1)C(O)=O,URECOK
CCCC1OOC2(CCCCC2)OO1,USAHUS
COC(=O)C1(CC(C)C)N=C(C)OC21C(=O)N(C)C(=O)c1ccccc21,USOGEP
CCOC(=O)C1(CC(=O)C2C3CC(C=C3)C12)CN(=O)=O,USOKIX
O=C(ON=Cc1cc2OCOc2cc1c1ccccc1)Oc1ccccc1,UVIPEV
OC1(c2ccccc2)C(=O)C(c2ccccc2)(c2ccccc2)c2ccccc12,UVONID
COc1ccc(cc1)N1C(=O)c2ccc3ccccc3c2c2c1ccc1ccccc21,UWEQOD
CCC(=O)NN(=O)=O,UXIJIV
CC(CN1C(=O)c2ccccc2C1=O)(C=C)C(O)c1ccc(cc1)N(=O)=O,UXOQUU
